complaint_id,complaint_url,capture_method,location,city,resolution_status,complaint_type,received_date,business_area,organization,unit_name,region,regulated_entity,p5_no,jurisdictional,regulated,complaint_description_type,complaint_description,resolution_description,complaint_comments,update_notes,close_date,explanation_type,explanation,referral_type,referred_to,inspection_packages_link,inspection_documents_link
0000001785,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPFMAA2/complaint0000001785,Email,9907 S. FM 157,Venus,Closed,PL,2017-01-27,Pipeline Safety,,,06-Fort Worth,,,False,No,Safety Hazard,Trash and debris on R-O-W,,,,2017-01-27,Other,Trash and debris on R-O-W,Field,RRC PLI San Sein,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPFMAA2/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPFMAA2/Inspection_Documents__r
0000000404,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOt5AAE/complaint0000000404,Letter,CR 230,WESTBROOK,Closed,TDP,2008-02-28,Pipeline Safety,,,04-Austin,,,False,No,Other,SECOND NOTICE REPORTING FORM,,,,2017-06-15,Other,SECOND NOTICE REPORTING FORM,Headquarters,HEADQUARTERS,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOt5AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOt5AAE/Inspection_Documents__r
0000000174,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOpNAAU/complaint0000000174,Telephonic,"210 Appaloosa Dr., 76087",Willow Park,Closed,PL,2008-03-11,Pipeline Safety,,,06-Fort Worth,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2017-06-16,Other,"pipeline location, soft soil, vehicles driving over pipeline",Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOpNAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOpNAAU/Inspection_Documents__r
0000000466,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOu5AAE/complaint0000000466,Telephonic,Anderson/County line 335 FM 19,Palestine,Closed,PL,2010-04-05,Pipeline Safety,,,03-Kilgore,,,True,Yes,Exposed Pipeline,EXPOSED PIPELINE,,,,2010-04-05,Other,Erosion problem/pipeline about 50 ft long and 20 ft. wide of exposed pipeline,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOu5AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOu5AAE/Inspection_Documents__r
0000000236,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOqNAAU/complaint0000000236,Email,7251 Roos Rd,Houston,Closed,PL,2008-07-02,Pipeline Safety,,,05-Houston,,,False,No,Other,,,,,2008-07-15,Other,,Other,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOqNAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOqNAAU/Inspection_Documents__r
0000002041,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mcgkAAA/complaint0000002041,Telephonic,"29.441717, -97.375444",Gonzales,Closed,SAFETY-PL,2021-10-16,Pipeline Safety,"LAVACA MIDSTREAM, L.L.C.",,04-Austin,,489677,False,No,Leaking Material,"On October 16, 2021 at 10:24 p.m. RRC Statewide on-call inspector Aaron Terrones received a notification from the answering service of a call from O&G Inspector Matt Clardy. As per O&G inspector Matt Clardy, he states that a land owner called the on call service about a possible pipeline leak. Complainant Sarah Dubose stated that she saw gas bubbles coming out of the river water through an pipeline easement. The property is in Gonzales county and on the Guadalupe river. Inspector Matt have contacted the nearby Oil and gas operator Penn Virginia and they said there is pipeline in the area owned by American Midstream or Lavaca Midstream but did not have contact info. The land owner said the location is difficult to access at the moment due to flooding. There are no fire, injuries, or fatalities associated with this courtesy call.","RRC Inspector Damron arrived onsite with operator and landowner to check for any indications of leaks. The operator walked the easement, performed ROW visual inspection, and used LEL gas monitor test. No leaks were discovered during the field visit. The landowner had no further questions or safety concerns following initial leak complaint.","RRC Inspector Damron arrived onsite with operator and landowner to check for any indications of leaks. The operator walked the easement, performed ROW visual inspection, and used LEL gas monitor test. No leaks were discovered during the field visit. The landowner had no further questions or safety concerns following initial leak complaint.","On October 16, 2021 at 11:09 p.m. Railroad Commission of Texas inspector Macey Damron received email notification from Statewide Inspector Aaron Terrones Quiroz notifying her of a natural gas leak reported from oil and gas as a courtesy call in Gonzales County. The associated pipelines in question are two gathering non-jurisdictional natural gas pipelines with outside diameters of a 4.5 inch and 8.63 inch that each span 3.16 miles in Gonzales County. Lavaca Midstream, L.L.C is the pipeline operator filed under P5# 489677 and T4# 09187. The complainant (landowner) Sarah Dubose stated she saw gas bubbles coming out of the river through a pipeline easement. There were no fires, injuries, or fatalities associated with this courtesy call. On October 17, 2021 at 8:55 a.m. Inspector Macey Damron made contact with Mr. Jimmie Berger operator of Lavaca Midstream LLC and operations director. Mr. Berger discussed Lavaca Midstream will go out to investigate and check for any leaks near their pipeline (ROW). On October 17, 2021 at 3:26 p.m. Mr. Berger provided an update to Inspector Damron and due to recent rain amounts Mr. Berger stated they will plan to get off-road equipment out on Monday near the complainant site which is currently underwater. Mr. Berger provided the right of way was checked and Lavaca Midstream had no indications of leaks or SCADA pressure drops. On-going investigation to resume the following day. On October 18, 2021 at 5:38 p.m. Lavaca Midstream provided an update to gas leak complaint notice. Mr. Berger contacted the landowner in afternoon and went to site to investigate potential leak. Ms. Dubose showed him several spots that she said saw bubbling in flood waters. Mr. Berger explained the area was approximately 160-170 feet from Lavaca Midstream gathering pipelines. Mr. Berger completed a visual inspection of the area and found no signs for leaks, no dead vegetation, and performed a gas monitor test near site with no LEL gas limits. Mr. Berger found no signs of gas leak. On October 20, 2021 RRC Inspector Macey Damron travels to complainant location and meets with Lavaca Midstream operator Mr. Jason Bludau in Gonzales, TX. Inspector Damron contacted landowner Ms. Dubose via telephone and discussed her purpose for meeting onsite. Inspector Damron asked landowner is she had any questions or concerns before she arrived onsite and Ms. Dubose had none other than initial complaint. Ms. Dubose meet with RRC Inspector Damron and Mr. Bludau. During the field visit all parties checked the scene for any indications of a gas leak. During the investigation Ms. Dubose pointed out where she saw the bubbles and explained the bubbles were on the inside of a barbed wire fence which is approximately 150 feet away from Lavaca Midstream pipeline right-of way. Mr. Bludau performed a gas monitoring test walking the fence line and found no LEL readings. All parties agreed there were no gas leaks and Ms. Dubose thanked RRC inspector Damron for coming out to verify. No further investigation is needed the landowner had no other questions or pipeline safety concerns.",2021-10-20,Gas Leak,Discussed with operator and landowner to verify the site / check for leaks.,Field,Lavaca Midstream Operator,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mcgkAAA/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mcgkAAA/Inspection_Documents__r
0000000036,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOn9AAE/complaint0000000036,Oil & Gas,,Agua Dulce,Closed,PL,2004-11-09,Pipeline Safety,,,07-Corpus Christi,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2004-11-09,Other,,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOn9AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOn9AAE/Inspection_Documents__r
0000000098,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOo9AAE/complaint0000000098,Telephonic,"7th/Herbert,4th/Rail,7th/Illinois",Bloomington,Closed,PL,2006-07-11,Pipeline Safety,,,07-Corpus Christi,,,False,No,Leaking Material,LEAKING MATERIAL,,,,2006-07-12,Other,possible production facility/line,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOo9AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOo9AAE/Inspection_Documents__r
0000000019,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOmsAAE/complaint0000000019,Telephonic,PARMER LANE AREA,AUSTIN,Closed,RR,2004-11-05,Pipeline Safety,,,,,,False,No,Other,VIBRATIONS IN HOUSE,,,,2004-11-05,Other,PASSING TRAINS,Closed,CLOSED,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOmsAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOmsAAE/Inspection_Documents__r
0000000282,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOr7AAE/complaint0000000282,Telephonic,Survey A-960,Santo,Closed,PL,2007-05-16,Pipeline Safety,,,06-Fort Worth,,,False,No,Safety Hazard,SAFETY HAZARD,,,,2007-05-17,Other,possible abandoned pipeline on property,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOr7AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOr7AAE/Inspection_Documents__r
0000000544,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOvLAAU/complaint0000000544,Letter,Tomball,Tomball,Closed,PL,2011-01-20,Pipeline Safety,,,05-Houston,,,True,Yes,Other,"Operator has installed a line in client?s property. Ms. Smith was concerned with the depth of cover as tested with probe, was 22 inches. She also inquired of any ruling restricting the color of a natural gas pipeline.",,,,2011-01-20,Other,Concerned with the depth of cover as tested with probe,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOvLAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOvLAAU/Inspection_Documents__r
0000000344,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOs7AAE/complaint0000000344,Letter,FM 1384,JUSTIN,Closed,TDP,2007-12-13,Pipeline Safety,,,04-Austin,,,False,No,Other,ALLEGED UNDERGROUND RULES VIOLATION,,,,2017-06-15,Other,ALLEGED UNDERGROUND RULES VIOLATION,Closed,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOs7AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOs7AAE/Inspection_Documents__r
0000000606,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOwLAAU/complaint0000000606,Letter,Rocking B Ranch,Bosque County,Closed,PL,2008-07-29,Pipeline Safety,,,,,,False,No,Exposed Pipeline,EXPOSED PIPELINE,,,,2008-02-20,Other,Fire,Other,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOwLAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOwLAAU/Inspection_Documents__r
0000001477,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPAOAA2/complaint0000001477,Telephonic,Near San Augustine,Houston,Closed,PL,2017-10-04,Pipeline Safety,ENBRIDGE PIPELINES (E. TX) L.P.,,03-Kilgore,,,True,Yes,Unsafe Operations,An anonymous complaint was received that Enbridge Pipelines is constructing a pipeline near San Augustine does not have enough welding inspectors for all the welding crews on the project.,,,,2017-10-12,Other,Possible unsafe operations,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPAOAA2/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPAOAA2/Inspection_Documents__r
0000000879,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP0kAAE/complaint0000000879,Telephonic,East of Abeline in a dry creek bed,East of Abeline,Closed,PL,2013-07-01,Pipeline Safety,,,06-Fort Worth,,,False,Yes,Leaking Material,There is a couple of plug in wells and near-by there is a dry creek bed and there is oil on top of it.,,,,2013-07-02,Other,OIL LEAK,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP0kAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP0kAAE/Inspection_Documents__r
0000001706,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPE5AAM/complaint0000001706,Email,Velma Penny Elementary,Lindale,Closed,PL,2019-08-23,Pipeline Safety,,,03-Kilgore,,,True,Yes,Fumes/Odor,"The State of Texas State Operations Center (SOC) received an initial report of an elementary school evacuation in Lindale, Smith County. The Lindale Independent School District (ISD) officials evacuated the Velma Penny Elementary Campus due to a gas leak in the area. Press releases and parents notifications were distributed. Responding agencies include Lindale Police Department (PD) and Lindale Fire Department (FD). (DC 06 ? Tyler) DDC 06",,,,2019-08-29,Gas Leak,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPE5AAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPE5AAM/Inspection_Documents__r
0000000798,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOzRAAU/complaint0000000798,Telephonic,6106 Iris Hill Drive,Houston,Closed,PL,2012-05-01,Pipeline Safety,,,05-Houston,,,True,Yes,Safety Hazard,Concern with Pipeline Safety. Natural gas is going through a pipeline currently on her property located at Irish Hill Drive. Ms. Fontenot is concerned that the pipes are too old. Kinder Morgan recently informed her that they will be transporting crude oil through that same pipeline in the future. Ms. Fontenot read about an explosion and she is afraid that the pipes are too old and may cause harm to her family.,,,,2012-05-04,Other,Natural gas going through a P/L on her property. Concerned the pipes are to old,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOzRAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOzRAAU/Inspection_Documents__r
0000001240,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP6ZAAU/complaint0000001240,Email,30.522878 -94.415261,Kountze,Closed,PL,2017-12-14,Pipeline Safety,,,03-Kilgore,,,True,Yes,Safety Hazard,Buddy Stalnaker has contacted the RRC as he believes that he has multiple pipelines that leave their leases without T-4 permits. Mr. Stalnaker stated that not knowing where these lines are is causing a dangerous situation for the forestry operations in the area.,,,,2018-04-24,Other,Possible unpermitted pipelines,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP6ZAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP6ZAAU/Inspection_Documents__r
0000001644,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPD5AAM/complaint0000001644,Telephonic,114 Allison Cv.,Elgin,Closed,PL,2019-05-06,Pipeline Safety,,,04-Austin,,,True,Yes,Exposed Pipeline,Mike Lundgren contacted the Railroad Commission concerned about a pipeline on his property. He stated that there is a lot of erosion around the pipeline and the line could be exposed after the rain this week.,,,,2019-05-07,Other,Exposed pipeline,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPD5AAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPD5AAM/Inspection_Documents__r
0000000941,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP1kAAE/complaint0000000941,Telephonic,353 Higgins LN,Pollok,Closed,PL,2014-09-04,Pipeline Safety,,,03-Kilgore,,,False,Yes,Unsafe Operations,Mr. Kirkland is outlining the alleged damages resulting from a pilot's activity for restitution for damages done on his land.,,,,2015-12-08,Other,Right of Way Clearing,Field,Mark Glenn,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP1kAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP1kAAE/Inspection_Documents__r
0000001302,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP7ZAAU/complaint0000001302,Email,9900 Coppic Ranch Rd,Bangs,Closed,PL,2019-05-07,Pipeline Safety,,,06-Fort Worth,,,False,No,Fumes/Odor,Mike Blaze has reported that a compressor station is venting gas and there is a heavy smell of gas on his property in Brown Co. Mr. Blaze has made several attempts to contact the operators with no success and has requested the RRC's assistance.,,,,2019-05-10,Gas Leak,,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP7ZAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP7ZAAU/Inspection_Documents__r
0000000630,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOwjAAE/complaint0000000630,Telephonic,3614 Louis Road,"Crosby, Tx",Closed,PL,2012-12-04,Pipeline Safety,,,05-Houston,,,False,Yes,Leaking Material,LEAKING MATERIAL,,,,2012-12-06,Other,Old iron P/L has rusted out and is leaking fluid into the ground,Field,FIELD,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOwjAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOwjAAE/Inspection_Documents__r
0000000568,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mOvjAAE/complaint0000000568,Email,342 Hill County Rd,,Closed,PL,2009-09-18,Pipeline Safety,,,06-Fort Worth,,,True,Yes,Safety Hazard,SAFETY HAZARD,,,,2009-09-19,Other,Safety Hazard,Other,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOvjAAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mOvjAAE/Inspection_Documents__r
0000001796,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPFXAA2/complaint0000001796,Email,518 Susana Dr,Georgetown,Closed,PL,2017-08-14,Pipeline Safety,,,04-Austin,,,True,Yes,Other,"I understand that the RRC granted the right of the Midland-Sealy Oil Pipeline to go right behind my home. It was very disruptive to me that someone was grinding rocks for a long time on Sunday which was extremely loud and on a Sunday. I live at 518 Susana Drive in Georgetown, Texas. The once peaceful piece of ranch land behind my house is now going to have a 25 inch oil pipeline along side a major natural gas line. What really is disturbing is the lack of notification for this within a rocks throw distance of my backyard in the Sierra Vista Subdivision which is also very close to the Inner Space cavern and that means the pipeline is going to be build over the cave. Was an environmental study done? Since I have an huge owl that lives there he has already had his habitat destroyed by what now looks like a rock type wall only about 5 feet tall and what looks to be a street scraped out and rocks displaced. I know water newts lived there because I saw them several times when we had wet weather. This area is extremely close to Pickett Elementary School and Tippet Middle School. At first I thought all the noise was from the enlargement of these schools and then went and saw all the sudden changes right outside my fence. What happens when there is a major leak or an explosion of one or the other of these items? Someone had already taken several items from my yard before this latest invasion of workers. The pumping station that goes with this pipeline had better not be in the area behind me since it was listed in the newspaper as being on Rabbit Hill Road. My home is not on Rabbit Hill Road. Is the pipeline being put above ground or in the ground which is extremely rocky. Indians probably used the trees in my backyard to make arrow heads and tools. The cave has pre-historic animal bones that were found by accident as I-35 was built.",,,,2017-08-15,Other,"Since the original Weir Ranch was huge, I am wondering why this oil pipeline was approved to be so close to a residential area and to two major schools as well as an already existing natural gas pipeline that I was not informed existed before purchasing m",Headquarters,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPFXAA2/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPFXAA2/Inspection_Documents__r
0000002051,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000miERAAY/complaint0000002051,Email,13617 Hillcroft Ave,Houston,Closed,SAFETY-PL,2021-11-05,Pipeline Safety,CENTERPOINT ENERGY ENTEX,,05-Houston,,,False,No,Safety Hazard,Residents feel that the propane-air peak shaving facility that is being constructed by Centerpoint Energy is too close to their neighborhood and unsafe. There have also been complaints of possible flaring ongoing at the facility.,"Observations conducted by inspector Kyle Metcalf of the LPG storage tanks and associated Vaporization equipment, compressors, truck rack and backup generators showed no indication of flares or flaring activity. Current completion is projected for late December 2021 or January of 2022.At approximately 3:00PM Inspector Kyle Metcalf began to conduct an approximately 1–2-mile radius vehicle patrol from the peak shaving facility to determine if any residents could be observing flaring from any other nearby location or facility. No such flares or facilities were observed .At approximately 4:00PM Inspector Kyle Metcalf returned to the Westbury City Gate to compile this brief. Throughout this complaint investigation no indications of any flaring or improper operations were observed. No indications of flaring found.","Observations conducted by inspector Kyle Metcalf of the LPG storage tanks and associated Vaporization equipment, compressors, truck rack and backup generators showed no indication of flares or flaring activity. Current completion is projected for late December 2021 or January of 2022.At approximately 3:00PM Inspector Kyle Metcalf began to conduct an approximately 1–2-mile radius vehicle patrol from the peak shaving facility to determine if any residents could be observing flaring from any other nearby location or facility. No such flares or facilities were observed .At approximately 4:00PM Inspector Kyle Metcalf returned to the Westbury City Gate to compile this brief. Throughout this complaint investigation no indications of any flaring or improper operations were observed. No indications of flaring found.","At approximately 12:20PM COMPLAINT-0000002051 was created and assigned to RRC Pipeline Safety Inspector Kyle Metcalf. At approximately 12:55PM Inspector Kyle Metcalf requested further information regarding Point of contact for the complaint. At approximately 1:23PM Inspector Kyle Metcalf received further information and direct from the Houston Regional Manager Sam Copeland. At approximately 1:45PM Inspector Kyle Metcalf departed enroute to the location of the CenterPoint Energy peak shaving facility. At approximately 2:15PM Inspector Kyle Metcalf arrived at the Southwest Crossing neighborhood Inspector Kyle Metcalf drove around looking for any indications of any pipeline activity or and flaring. Other than a above ground station with a Center Point City Gate and DRS that was collocated with an HPL Houston Pipeline and Energy Transfer Pipeline. Inspector Kyle Metcalf did not observe any pipeline facilities other the CenterPoint Energy peak shaving facility. At approximately 2:35PM Inspector Kyle Metcalf arrived at CenterPoint Energy peak shaving facility and contacted the Harvey construction site supervisor. Inspector Kyle Metcalf received a site briefing including survey and detailed plans for the peak shaving facility then the site supervisor gave Inspector Kyle Metcalf a tour of the facility. During the field visit Inspector Kyle Metcalf observed the 5 propane tanks with individual leak detection and automatic isolation and shut down equipment. A common blending equipment to at the necessary additives for the LPG to able to meet the requirements to converted to LNG. Then the vaporization system, compressor, and generator to allow the facility to supplement the primary Natural gas system in the event of shortages during high demand situations. As per the operator’s plans and observations by Inspector Kyle Metcalf of the LPG storage tanks and associated Vaporization equipment, compressors, truck rack and backup generators not indications of flares or flaring activity were found. Current completion is projected for late December 2021 or January of 2022. At approximately 3:00PM Inspector Kyle Metcalf began to conduct an approximately 1–2-mile radius vehicle patrol from the peak shaving facility to determine if any residents could be observing flaring from any other nearby location or facility. No such flares or facilities were observed. At approximately 4:00PM Inspector Kyle Metcalf returned to the Westbury City Gate to compile this brief. Throughout this complaint investigation no indications of any flaring or improper operations were observed. At approximately 5:00PM Inspector Kyle Metcalf departed the CenterPoint Energy peak shaving facility. Inspector Kyle Metcalf spoke with the Project Manager for Center Point's Peak Shaving Facilities. Inspector Metcalf confirmed that the peak shaving facility is not a part of a pipeline unit or system but an Alternative Fuels instillation. The instillation ID is 168206 and Plan # is 076838. //s// Kyle Metcalf Inspector V Pipeline Safety Department Railroad Commission of Texas",2021-11-10,,,Closed,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000miERAAY/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000miERAAY/Inspection_Documents__r
0000002047,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000md5kAAA/complaint0000002047,Telephonic,"926 S. Travis Street, Amarillo, Texas 79101",Amarillo,Closed,SAFETY-PL,2021-10-22,Pipeline Safety,,,01-Lubbock,,,False,No,Incorrect Locates,Complainant Ms. Mirandi Gomez is contracting Tuff Shed to build a shed in her backyard at her residential home in Amarillo. They are planning to auger it into the ground so Ms. Gomez called 811 to have the gas service lines in her backyard marked. An Atmos representative came to mark the service lines in the area but only did so outside of the backyard fence. Ms. Gomez has contacted 811 and Atmos back and forth numerous times since then but Atmos refuses to mark the lines in her backyard. She is concerned that they will not locate the service line that runs through her backyard and cannot safely proceed with installing the shed.,See Update Notes.,See Update Notes.,"Update October 22, 2021 RRC/Leo Mundine called complainant at 4:29 p.m. and left voicemail with contact information. At 4:45 p.m. Mr. Mundine also contacted ATMOS/Mike Culp via email regarding complaint and requesting information regarding service line in question. At 6:01 p.m. Mr. Culp responded that the locate request from the complainant is for a customer service line. The meter is located in the alley behind the house and ATMOS has marked the line in the alley up to the meter. An ATMOS Amarillo Supervisor left a message for the person making the complaint. At 6:16 p.m. the complainant returned call. RRC/Leo Mundine informed complainant that the operator, ATMOS, does not locate the customer service line.",2021-10-25,Other,Potential safety hazard.,Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000md5kAAA/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000md5kAAA/Inspection_Documents__r
0000001858,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPGXAA2/complaint0000001858,Email,3425 Apple Valley Dr,Farmers Branch,Closed,SAFETY-PL,2021-02-24,Pipeline Safety,"ATMOS ENERGY CORP., MID-TEX DIV.",ATMOS ENERGY/CARROLLTON,06-Fort Worth,FARMERS BRANCH & HP'S,,True,Yes,Fumes/Odor,Michael Reed has reported a gas leak with an open excavation site that has been ongoing since September 2020. Mr. Reed stated that Atmos is aware but has made no efforts to repair the leak and fill the excavation and that the odor is making him and his neighbors nauseous.,,,,2021-03-05,Gas Leak,Open ditch with unrepaired leak.,Field,Sean Dyer,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPGXAA2/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPGXAA2/Inspection_Documents__r
0000001149,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP56AAE/complaint0000001149,Telephonic,CR 207 off of 1418,Falfurrias,Closed,PL,2015-12-29,Pipeline Safety,"PETRODOME OPERATING, LLC",ORX RESOURCES/REG 7 GAS,07-Corpus Christi,"LOMA BLANCA (FALFURRIAS),6"",8""",,True,Yes,Leaking Material,,,,,2016-01-08,Other,In October the complainant had previous issues with the line breaking. Complainant states that this is a gas line and that the line is leaking again.,Field,O&G Corpus William Thompson concurrently handled a complaint/investigation #53207,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP56AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP56AAE/Inspection_Documents__r
0000000917,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP1MAAU/complaint0000000917,Letter,610 W 30 St. #107,Austin,Closed,PL,2014-08-19,Pipeline Safety,,,04-Austin,,,True,Yes,Neglect,Request for lights,,,,2014-09-02,Other,"Ms. Sparks is a resident of the Fountain Terrace Apartments in Austin, Texas. Complained about manager of the apartment complex. Is worried about many issues including lighting of complex for safety, drug traffic around apartments etc.",Field,,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP1MAAU/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP1MAAU/Inspection_Documents__r
0000001087,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mP46AAE/complaint0000001087,Letter,Hartley Gas Unit Lease # 160628,Hidalgo,Closed,PL,2015-01-15,Pipeline Safety,,,07-Corpus Christi,,,False,No,Safety Hazard,Equipment is in bad shape on the lease. The lease property is next to a school,,,,2015-09-15,Other,"Equipment is in bad shape, rusted, etc and there is a product leaking",Field,O&G Corpus,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP46AAE/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mP46AAE/Inspection_Documents__r
0000001496,https://rrctx.force.com/s/ietrs-complaint/a0ct0000000mPAhAAM/complaint0000001496,Telephonic,161 cr 4505,Hillister,Closed,PL,2017-05-19,Pipeline Safety,,,03-Kilgore,,,True,Yes,Other,Mr. Koehl reports a pipe stick up ou of the ground with a piece of flat bar welded across the top of it. Houston pipeline is removing a section of their asset next to the location of this pipe. The land owner is wanting the pipe sticking up removed and buried 18 inches underground,,,,2017-05-19,Other,Mr. Koehl reports a pipe sticking up out of the ground,Field,Oil & Gas. possible plugged well sight,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPAhAAM/Inspection_Packages__r,https://rrctx.force.com/s/ietrs-complaint/related/a0ct0000000mPAhAAM/Inspection_Documents__r
